"","year","track_popularity","track_name","track_artist","playlist_genre","key","acousticness","duration_ms"
"4207",2018,58,"Morning Dew","Matt Quentin","pop",9,0.89,237037
"4208",2018,52,"Vale","Maribou State","pop",11,0.388,247623
"4209",2018,54,"Ottolenghi","Loyle Carner","pop",7,0.364,197600
"4210",2019,50,"Krispy","Loyle Carner","pop",7,0.913,221092
"4211",2018,41,"The Optimist","Cory Wong","pop",0,0.0851,215520
"4212",2017,61,"Skyline","FKJ","pop",7,0.614,249847
"4213",2016,44,"Baby You're Bad","HONNE","pop",6,0.00582,228879
"4214",2016,59,"Good Together","HONNE","pop",5,0.0874,228522
"4215",2019,41,"Slice of Life","Flitz&Suppe","pop",5,0.293,160000
"4216",2018,65,"Me & You ◑","HONNE","pop",0,0.645,243601
"4217",2016,34,"Apple Pies & Butterflies","Blue Wednesday","pop",10,0.385,196232
"4218",2019,43,"Birthday Girl","Blue Wednesday","pop",6,0.908,169345
"4219",2018,61,"King of Everything","Dominic Fike","pop",5,0.784,194360
"4220",2016,59,"Warm on a Cold Night","HONNE","pop",8,0.185,261595
"4221",2018,53,"Good to Be Home (feat. Tom Misch, Loyle Carner & Rebel Kleff)","Barney Artist","pop",10,0.301,263090
"4222",2019,53,"Still","Loyle Carner","pop",8,0.522,213531
"4223",2012,55,"I'm Into You","Nick Murphy / Chet Faker","pop",2,0.668,263693
"4224",2009,62,"Islands","The xx","pop",4,0.74,160720
"4225",2018,43,"Hypnotised","Franc Moody","pop",2,0.166,207049
"4226",2019,50,"Carluccio","Loyle Carner","pop",6,0.623,191782
"4227",2014,52,"Julia","Jungle","pop",10,0.022,195294
"4228",2019,53,"So Good Looking","The Kooks","pop",7,0.0047,203285
"4229",2017,66,"Still Beating","Mac DeMarco","pop",1,0.581,181587
"4230",2018,68,"Feeling Lonely","boy pablo","pop",6,0.014,197947
"4231",2018,56,"Dance Moves","Franc Moody","pop",10,0.177,201376
"4232",2018,57,"Wildflower","Joe Corfield","pop",1,0.928,147584
"4233",2018,54,"Enough to Believe","Bob Moses","pop",5,0.512,279573
"4234",2018,52,"No Pressure","The Kooks","pop",2,0.103,216617
"4235",2017,1,"Sisters","Leoniden","pop",5,0.107,191170
"4236",2017,59,"Dreams","Beck","pop",1,0.000744,314487
"4237",2012,50,"Dissolve Me","alt-J","pop",2,0.0914,239013
"4238",2019,26,"Dollar","Electric Guest","pop",0,0.47,208747
"4239",2018,65,"Teenage Fantasy","Jorja Smith","pop",4,0.47,226906
"4240",2006,74,"Waiting On the World to Change","John Mayer","pop",2,0.159,201173
"4241",2015,47,"Home","Tom Misch","pop",9,0.364,268438
"4242",2017,46,"Dopamine","Franc Moody","pop",10,0.0987,243946
"4243",2015,54,"Nightgowns","Tom Misch","pop",10,0.53,166164
"4244",2014,56,"Time","Jungle","pop",5,0.192,213614
"4245",2017,56,"The Sun","Myd","pop",5,0.22,210040
"4246",2017,37,"Overnight","Parcels","pop",8,0.343,219603
"4247",2019,45,"Lover, Always","Luke Robert White","pop",0,0.237,245793
"4248",2020,46,"Dangerous","No Friends","pop",1,0.000479,194093
"4249",2019,41,"My Corduroy Hat","Neighbor Susan","pop",9,0.000603,264009
"4250",2020,46,"Could Be Fun","Banana Club","pop",11,0.0256,174057
"4251",2020,46,"Fool's Gold","Tessa Kaye","pop",0,0.338,182190
"4252",2020,42,"Party City","Charlotte Rose Benjamin","pop",0,0.427,204414
"4253",2020,44,"don't tlk","toast","pop",9,0.000376,170077
"4254",2020,44,"Fiya","jame","pop",1,0.0876,182373
"4255",2020,43,"Cortex","Aunty Social","pop",0,0.157,229547
"4256",2020,44,"Under the Supermoon","Artists for Peace and Justice","pop",7,0.775,315121
"4257",2020,43,"It's OK To Be Black","Jac Ross","pop",2,0.26,161200
"4258",2020,45,"SkindeepSkyhighHeartwide","Lawrence Rothman","pop",5,0.019,246593
"4259",2020,42,"flowerbeds","Sfven","pop",6,0.13,172293
"4260",2019,44,"Build Me Up Buttercup","Keni","pop",0,0.448,156957
"4261",2020,40,"Uncut Larry Smith","Larry Smith","pop",11,0.0363,137561
"4262",2019,43,"Home","Fortuno","pop",6,0.816,206440
"4263",2020,43,"All Over Me","Cards","pop",1,0.126,200331
"4264",2019,43,"Odeia","I See Colors","pop",7,0.0187,142286
"4265",2020,37,"Against Us","Telehope","pop",11,0.562,212727
"4266",2019,40,"My Darling Heart","J.Pappas","pop",4,0.587,196683
"4267",2020,41,"Daydreaming","Fletcher Reed","pop",11,0.405,173646
"4268",2019,38,"Cold","Tempi","pop",3,0.825,277091
"4269",2020,45,"To Comprehend","Marrakesh","pop",3,0.204,181348
"4270",2020,38,"Tomorrow","Dawson Hollow","pop",0,0.107,187906
"4271",2019,40,"Happy","Noa Jamir","pop",9,0.423,219116
"4272",2019,38,"Missing Piece","Honey Butter","pop",9,0.0851,229499
"4273",2020,40,"Well Known","Atlas in Motion","pop",7,0.556,224153
"4274",2020,38,"Clockwatch","AmirSaysNothing","pop",1,0.0486,168920
"4275",2019,40,"Closer Than This","KAYE","pop",5,0.0414,216117
"4276",2019,38,"Understand (How Bout No) [The DM Song]","Freak Daddy","pop",5,0.187,254975
"4277",2019,33,"White Adidas","DLG.","pop",9,0.149,192423
"4278",2019,40,"Miss Me","Cadence Floria","pop",1,0.721,212481
"4279",2019,33,"When It Rains","Mr. Popular","pop",4,0.862,157500
"4280",2019,38,"Adore You","Taura","pop",8,0.265,209490
"4281",2020,32,"Thinkin Bout You / Too Good","IOLITE","pop",7,0.229,231599
"4282",2019,41,"I Can't Keep Waiting","Jackson Powell","pop",1,0.0433,168046
"4283",2019,40,"Path","Ben Henchman","pop",1,0.32,148536
"4284",2019,36,"Numb Thing","Hunter Powell","pop",1,0.0132,252000
"4285",2019,36,"Tottenham Tugz","Poppy","pop",7,0.177,209675
"4286",2020,38,"looking around at the sky.","SAND&SEA","pop",2,0.512,225000
"4287",2019,34,"R U D Y","Houston Kendrick","pop",10,0.527,183089
"4288",2019,36,"Twisted","Sophie Gray","pop",1,0.603,202840
"4289",2019,39,"Moved On","Redlight Blue","pop",4,0.186,167045
"4290",2020,35,"Fill Into Me","Anju","pop",7,0.867,303313
"4291",2019,39,"Orange","Sophie Holohan","pop",2,0.322,198947
"4292",2019,36,"Nothing but a Memory","LAIKIPIA","pop",2,0.0262,219359
"4293",2019,34,"As I'm Fading Into You","Blevins","pop",5,0.342,188895
"4294",2019,35,"Grass is Always Greener Club","Dirty Chime","pop",11,0.0711,200799
"4295",2019,38,"Real Eyes","Fili","pop",1,0.523,254257
"4296",2019,34,"Holding Space","Luke Adamson","pop",4,0.0912,201481
"4297",2019,36,"Did I Do Something Wrong?","Bex","pop",2,0.609,282773
"4298",2019,37,"buttercup","Palmertrees","pop",8,0.673,196000
"4299",2019,48,"striptease","carwash","pop",8,0.127,160659
"4300",2019,44,"That Night","Indyah","pop",7,0.201,167228
"4301",2019,34,"At Least I'm Moving","Tommy Strauser","pop",0,0.282,249000
"4302",2019,32,"Lil' Tune","Sunfish","pop",9,0.135,182825
"4303",2019,34,"Real World","Stereo Jane","pop",6,0.0178,186857
"4304",2019,35,"Bad Habits","Piperline","pop",10,0.0361,194583
"4305",2019,31,"Dark. Black. Heart.","Austin P. McKenzie","pop",2,0.798,256895
"4306",2020,35,"Do Me Like A Drug","Emmanuel Franco","pop",6,0.159,172710
"4307",2019,34,"Ambrosia","TIMIAN","pop",9,0.709,270545
"4308",2019,42,"Wait for You","Innerbloom","pop",5,0.615,240000
"4309",2019,41,"don't give up on me","pink roses","pop",10,0.0357,272360
"4310",2019,33,"Lie to Me","Cam M.","pop",10,0.804,228168
"4311",2019,35,"Castles","Emily Lind","pop",0,0.713,156827
"4312",2020,33,"I Think I Kinda, You Know - Instrumental","Alan Zachary","pop",0,0.108,172446
"4313",2019,30,"bedroom window","c7oud","pop",7,0.782,179250
"4314",2019,27,"Warrior","Oriel Poole","pop",6,0.102,228511
"4315",2019,39,"Silver Lake Queen","Diplomacy","pop",9,0.000337,235484
"4316",2020,32,"Enough","Rayne","pop",7,0.427,220632
"4317",2019,45,"Swimming In Your Feelings","HAVEN","pop",9,0.305,161890
"4318",2019,39,"Primadonna","Nina Tribus","pop",1,0.01,137555
"4319",2019,31,"Access","Jungle Animals","pop",5,0.354,171853
"4320",2019,37,"Rain","More Ease","pop",4,0.556,186457
"4321",2019,36,"She Got the Moon","Berry Juice","pop",8,0.0728,278533
"4322",2019,28,"Paper Crown","Kevin Krust","pop",10,0.883,202345
"4323",2019,27,"Shut It Down","Georgia Dutton","pop",4,0.885,163607
"4324",2019,33,"Know Me","Moonlight Social","pop",9,0.621,210000
"4325",2019,34,"Talk About It","Heather Cole","pop",0,0.304,164916
"4326",2019,32,"I Read U Like a Book","Simon Loof","pop",4,0.758,170539
"4327",2019,35,"Divine","Jay Rose","pop",0,0.606,167507
"4328",2019,32,"Closely","August Roads","pop",1,0.612,203120
"4329",2019,21,"Love Letters and Cigarettes","Liv Young","pop",7,0.0981,164840
"4330",2020,31,"Slip Knots","Waxwane","pop",5,0.0106,166154
"4331",2019,32,"Reaching Out","Isabella Hixson","pop",9,0.89,221986
"4332",2019,26,"Sinking","Tinley","pop",0,0.78,195092
"4333",2019,34,"When You Know","Sunny State","pop",0,0.0762,181859
"4334",2019,21,"Chai Tea","audrey","pop",0,0.845,263155
"4335",2019,40,"Die Young","VÂN SCOTT","pop",3,0.735,236719
"4336",2020,22,"Close Enough","Slight Diversion","pop",11,0.172,252200
"4337",2019,14,"Everything","DARKMINDS","pop",1,0.026,148571
"4338",2019,18,"Forget you","Skyverse","pop",1,0.842,2e+05
"4339",2020,28,"Veiled","Swati Bhatt","pop",11,0.692,326667
"4340",2019,32,"Caffeine","Funi","pop",10,0.0156,236000
"4341",2019,37,"atlantis","RUFUS","pop",1,0.455,160500
"4342",2020,29,"Break The Sky","Dust of Apollon","pop",0,0.376,190120
"4343",2019,20,"I'm Sorry That I Love You","Peachro","pop",0,0.93,133704
"4344",2020,21,"far away from here","yaeow","pop",10,0.892,132800
"4345",2020,29,"Best Shoes","Casey Conroy","pop",6,0.674,218972
"4346",2019,32,"Whispers","Ella Renn","pop",9,0.348,162605
"4347",2019,67,"Tough (feat. Noah Kahan)","Quinn XCII","pop",10,0.388,178133
"4348",2019,69,"Lost","Blake Rose","pop",4,0.216,234623
"4349",2018,66,"Less Than I Do","The Band CAMINO","pop",9,0.0198,211694
"4350",2019,66,"If You're Gonna Lie","FLETCHER","pop",8,0.607,203113
"4351",2019,64,"6's to 9's (feat. Rationale)","Big Wild","pop",8,0.145,206073
"4352",2019,69,"Nostalgic","A R I Z O N A","pop",0,0.246,182668
"4353",2019,65,"Novocaine","The Unlikely Candidates","pop",10,0.00191,245240
"4354",2018,66,"Just a Little Longer","SHY Martin","pop",0,0.0559,206204
"4355",2019,64,"Hold On (with Georgia Ku)","ILLENIUM","pop",9,0.0463,235263
"4356",2019,60,"Love Me","Felix Cartal","pop",5,0.0506,194872
"4357",2019,63,"Halfway There","ROZES","pop",0,0.0435,207920
"4358",2019,65,"Crash My Car","COIN","pop",5,0.00178,188307
"4359",2019,65,"85%","Loote","pop",7,0.346,174107
"4360",2019,65,"A Big World","Joel Adams","pop",7,0.312,186681
"4361",2019,59,"Temporary","Ella Vos","pop",8,0.0348,151665
"4362",2019,61,"Warm Animal","Sure Sure","pop",5,0.072,211147
"4363",2019,63,"Lose My Mind (feat. Mr Gabriel)","Jai Wolf","pop",0,0.0086,258547
"4364",2018,52,"They Told Me","Palm Trees","pop",5,0.501,181823
"4365",2019,67,"Get Stüpid","bülow","pop",11,0.202,172800
"4366",2019,54,"Off Limits","BAYNK","pop",6,0.483,159750
"4367",2019,65,"Half Gone","Stephen Puth","pop",0,0.0977,192571
"4368",2019,56,"Wow, I'm Not Crazy","AJR","pop",3,0.0438,196763
"4369",2019,61,"I See You","MISSIO","pop",1,0.000483,228613
"4370",2018,59,"Atoms - Said the Sky Remix","RL Grime","pop",3,0.315,255117
"4371",2019,63,"BITCH (takes one to know one)","Lennon Stella","pop",2,0.0311,183840
"4372",2019,65,"Summer Love - Recorded at Spotify Studios NYC","Chelsea Cutler","pop",4,0.198,214381
"4373",2019,60,"Til I Don't","Mokita","pop",0,0.0582,126700
"4374",2019,66,"at least i look cool","Sasha Sloan","pop",6,0.647,171695
"4375",2018,55,"Spin With You (feat. Jeremy Zucker)","Emma Sameth","pop",5,0.718,212154
"4376",2019,57,"FU4E","Lost Kings","pop",5,0.134,207280
"4377",2019,63,"Better With You","3LAU","pop",3,0.0196,192941
"4378",2019,57,"If I Ain't Got You","Dan Talevski","pop",8,0.124,177851
"4379",2019,68,"Cold","Boy In Space","pop",9,0.184,203538
"4380",2019,64,"Floating (feat. Khalid) [filous Remix]","Alina Baraz","pop",4,0.472,200865
"4381",2019,46,"Something Better","Minke","pop",2,0.589,213962
"4382",2018,55,"Numb","Carlie Hanson","pop",0,0.258,133876
"4383",2019,53,"Spoonful","Grizfolk","pop",2,0.0905,188773
"4384",2019,48,"Keep You Close","FRENSHIP","pop",2,0.167,197814
"4385",2019,57,"Maybe You're the Reason","The Japanese House","pop",5,0.106,218936
"4386",2019,61,"All Your Days","Shallou","pop",4,0.444,275013
"4387",2019,61,"Just Friends","Olivia O'Brien","pop",3,0.791,133640
"4388",2019,54,"When I'm With U","Tritonal","pop",7,0.221,256552
"4389",2019,56,"Beggar's Song","Matt Maeson","pop",6,0.595,235053
"4390",2019,67,"Falling For Boys","Julia Michaels","pop",0,0.501,183720
"4391",2019,48,"One Magic Moment","Bad Suns","pop",6,0.000406,217333
"4392",2019,64,"Cynic","Noah Kahan","pop",5,0.23,208493
"4393",2019,59,"Do Me","Kim Petras","pop",9,0.000651,212325
"4394",2019,58,"123456","Fitz and The Tantrums","pop",10,0.156,184642
"4395",2019,59,"Better By Myself","Hey Violet","pop",6,0.0568,194409
"4396",2019,67,"feel something","Bea Miller","pop",0,0.242,180161
"4397",2019,61,"Timebomb","WALK THE MOON","pop",5,0.000276,218589
"4398",2019,70,"Free (with Drew Love)","Louis The Child","pop",1,0.00561,222253
"4399",2019,61,"Die Happy","DREAMERS","pop",0,0.000431,186903
"4400",2019,54,"Young","Parachute","pop",4,0.0361,223627
"4401",2019,52,"slow motion","flor","pop",1,0.00844,183760
"4402",2019,53,"Moral of the Story","Ashe","pop",10,0.587,201084
"4403",2019,68,"Why Do You Love Me","Charlotte Lawrence","pop",8,0.28,171908
"4404",2019,56,"Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE)","Snakehips","pop",11,0.0636,159587
"4405",2019,52,"Karma","Robinson","pop",7,0.00767,188824
"4406",2019,62,"HOLD YOU DOWN","X Ambassadors","pop",1,0.0491,197933
"4407",2019,59,"Crop Circles","Jon Bellion","pop",4,0.077,147684
"4408",2019,58,"Like I Remember You","Vera Blue","pop",7,0.65,187742
"4409",2019,57,"Love Me Back","RITUAL","pop",1,0.498,178233
"4410",2019,60,"I Wish","Hayley Kiyoko","pop",8,0.324,205029
"4411",2018,54,"Fools","ufo ufo","pop",7,0.168,220085
"4412",2019,53,"Quarter-Life Crisis","Judah & the Lion","pop",10,0.00509,217981
"4413",2019,55,"Feel You Now","The Driver Era","pop",7,0.102,258477
"4414",2019,62,"Angry Too","Lola Blanc","pop",8,0.0624,204089
"4415",2019,55,"Bad Vibes","K.Flay","pop",10,0.0264,185907
"4416",2019,61,"Come Around","Hoodie Allen","pop",9,0.363,166696
"4417",2019,69,"Good Day","Surfaces","pop",11,0.691,181000
"4418",2019,68,"I Can't Carry This Anymore","Anson Seabra","pop",3,0.907,2e+05
"4419",2019,49,"With Me All Along","Bronze Radio Return","pop",5,0.25,226711
"4420",2019,60,"Counting the Days","Will Taylor James","pop",7,0.599,274429
"4421",2019,60,"Darkside","grandson","pop",7,0.000568,229531
"4422",2019,68,"head first","Christian French","pop",6,0.278,154961
"4423",2018,57,"Stargazing","sapientdream","pop",2,0.679,142286
"4424",2019,50,"Alive","Dabin","pop",11,0.134,365419
"4425",2019,57,"Pushing 21","Liv Dawson","pop",4,0.45,207800
"4426",2019,54,"Want You Back","Grey","pop",0,0.116,176827
"4427",2019,57,"Peace","Alison Wonderland","pop",2,0.279,177601
"4428",2019,61,"Flames (feat. Ruel)","SG Lewis","pop",9,0.0891,216765
"4429",2019,51,"Take It Off","Two Friends","pop",3,0.0535,194441
"4430",2018,63,"Tim McGraw - Recorded At Spotify Studios NYC","Maggie Rogers","pop",0,0.66,250837
"4431",2019,54,"The Way I Am","Gavin Haley","pop",7,0.772,178143
"4432",2019,65,"Dreamin (with blackbear)","The Score","pop",1,0.00252,198640
"4433",2019,61,"minimal","ROLE MODEL","pop",1,0.547,163340
"4434",2019,60,"Grip - Alternative Version","Seeb","pop",0,0.669,233105
"4435",2019,57,"Lead Me Back","San Holo","pop",3,0.0992,284493
"4436",2019,57,"Friends Go","Maggie Lindemann","pop",5,0.0265,143361
"4437",2019,34,"My Feelings","DiRTY RADiO","pop",4,0.0319,180262
"4438",2019,48,"Emotion","Hazey Eyes","pop",11,0.886,204526
"4439",2019,49,"Wake Me Up","Foreign Air","pop",10,0.0103,222760
"4440",2019,57,"Talk Slow","Cody Lovaas","pop",7,0.09,164544
"4441",2019,58,"Stuck","Jome","pop",0,0.593,153176
"4442",2019,59,"Heart","OTR","pop",0,0.0102,195361
"4443",2019,54,"Terrified","Terror Jr","pop",7,0.353,178298
"4444",2019,67,"oh, mexico","Jeremy Zucker","pop",8,0.892,184453
"4445",2018,73,"like that","Bea Miller","pop",6,0.186,185547
"4446",2019,54,"Thank Me Later","Anna of the North","pop",2,0.197,204240
"4447",2017,17,"Your Car","Alexx Mack","pop",9,0.0251,226000
"4448",2015,42,"Oceans","Coasts","pop",9,0.00163,222768
"4449",2019,66,"Hallucinogenics","Matt Maeson","pop",0,0.457,187173
"4450",2017,21,"Blame","Skylar Stecker","pop",3,0.185,172457
"4451",2017,32,"In Love With A Broken Heart","Hedley","pop",1,0.0977,217067
"4452",2014,39,"Wishing Wells","The Colourist","pop",0,0.00249,257880
"4453",2015,29,"Catch","Dresses","pop",10,0.29,231121
"4454",2016,40,"Storm","Paperwhite","pop",10,0.0109,195973
"4455",2013,40,"Blackbeak","Youngblood Hawke","pop",7,0.00119,239160
"4456",2017,74,"Someone To You","BANNERS","pop",2,0.00595,219800
"4457",2018,57,"hold on","flor","pop",8,0.0483,204774
"4458",2014,50,"High","Young Rising Sons","pop",7,0.028,165720
"4459",2015,53,"Waking Up The Giants","Grizfolk","pop",11,0.0442,234800
"4460",2018,44,"Mission Control","Knox Hamilton","pop",10,0.065,199080
"4461",2018,71,"You & Jennifer","bülow","pop",11,0.52,159453
"4462",2018,43,"Love Is Blind","Coleman Hell","pop",3,0.00746,173108
"4463",2017,69,"Infinity","Jaymes Young","pop",11,0.148,237720
"4464",2009,65,"Daylight","Matt and Kim","pop",9,0.102,171333
"4465",2015,30,"Different Kind of Love","Kid Runner","pop",0,0.00128,207427
"4466",2017,65,"Take It All Back 2.0","Judah & the Lion","pop",0,0.0104,218356
"4467",2018,36,"Volcanic Love","The Aces","pop",6,0.0134,205977
"4468",2013,35,"On Our Way","The Royal Concept","pop",1,0.00448,194187
"4469",2018,30,"Count On You","Paperwhite","pop",8,0.109,224073
"4470",2019,36,"Dead 2 Me","Emily Vaughn","pop",4,0.233,165000
"4471",2017,51,"Set On Fire","MAGIC GIANT","pop",6,0.0133,215653
"4472",2017,57,"1000 Nights","FRENSHIP","pop",6,0.0315,240293
"4473",2015,58,"Limestone","Magic City Hippies","pop",4,0.282,209165
"4474",2017,46,"Me, Myself, and I","Vinyl Theatre","pop",4,0.0149,206267
"4475",2017,57,"Hollow Life","Coast Modern","pop",8,0.00298,237880
"4476",2016,35,"Free but Hollow","Hidinin","pop",6,0.00604,220542
"4477",2014,54,"Chasin' Honey","Wild Party","pop",7,0.02,189960
"4478",2017,53,"Fire Escape","Andrew McMahon in the Wilderness","pop",4,0.0468,204840
"4479",2017,66,"Sleep Talking","Charlotte Lawrence","pop",5,0.452,224224
"4480",2015,58,"I'm Good","The Mowgli's","pop",0,0.0115,166893
"4481",2011,78,"Tongue Tied","Grouplove","pop",3,0.00847,218013
"4482",2014,56,"Bridges","Broods","pop",4,0.017,191808
"4483",2015,19,"King's Cup","Charlee Remitz","pop",2,0.101,191922
"4484",2018,50,"Phantom","Nightly","pop",4,0.00287,201735
"4485",2017,65,"One Foot","WALK THE MOON","pop",0,0.00754,261373
"4486",2015,46,"NoLo","Grace Mitchell","pop",8,0.00866,265973
"4487",2015,56,"Tongues","Joywave","pop",6,0.00048,234773
"4488",2013,67,"Out of My League","Fitz and The Tantrums","pop",9,0.0387,209386
"4489",2013,57,"Harlem","New Politics","pop",6,0.00189,163627
"4490",2017,61,"High","Sir Sly","pop",2,0.00705,231897
"4491",2019,54,"Pretty Sad","XYLØ","pop",8,0.0824,199222
"4492",2015,52,"Stockholm","Atlas Genius","pop",7,0.0054,191640
"4493",2016,63,"Sweet Talk","Saint Motel","pop",1,0.0392,192040
"4494",2018,48,"Miss You Like Hell","Nightly","pop",7,0.000567,189181
"4495",2018,61,"New Friends","Maty Noyes","pop",1,0.033,190547
"4496",2018,33,"Say the Word","Emily Vaughn","pop",5,0.0693,202667
"4497",2017,35,"Something New","Secret Weapons","pop",11,0.0105,217200
"4498",2017,45,"Navigator","MOONZz","pop",3,0.252,210784
"4499",2015,57,"Dreaming","Smallpools","pop",10,0.000478,216253
"4500",2018,52,"Fire Alarm","Castlecomer","pop",9,0.000151,237453
"4501",NA,47,"Kidnap Me","CRUISR","pop",0,0.0251,202200
"4502",2017,46,"Take It or Leave It","Great Good Fine Ok","pop",6,0.162,183468
"4503",2012,39,"Hurry, Hurry","Air Traffic Controller","pop",9,0.0015,203267
"4504",2015,34,"Ready For You","Hunter Hunted","pop",0,9.6e-05,205587
"4505",2019,53,"A Phone Call In Amsterdam","Valley","pop",1,0.00491,233333
"4506",2015,47,"Feeling Electric","Parade of Lights","pop",0,0.000469,221618
"4507",2016,27,"Don't Change Me","Kid Runner","pop",0,0.00901,191573
"4508",2018,61,"Two High","Moon Taxi","pop",11,0.0505,213120
"4509",2019,40,"Brazooka","NVDES","pop",1,0.00015,129730
"4510",2016,38,"Feel","Victors","pop",3,0.00037,225464
"4511",2014,65,"Cold Cold Man","Saint Motel","pop",9,0.00652,230773
"4512",2016,51,"Careless","Vacation Manor","pop",2,0.00438,195240
"4513",2015,29,"Golden Age","The Electric Sons","pop",7,0.178,228571
"4514",2018,54,"Back Together","Loote","pop",7,0.255,183280
"4515",2017,63,"Guru","Coast Modern","pop",3,0.231,204067
"4516",2019,48,"Bad Habits","The Federal Empire","pop",2,0.0136,257076
"4517",2018,65,"Finest Hour (feat. Abir)","Cash Cash","pop",5,0.0789,215781
"4518",2016,51,"Waiting on the Summer","VHS Collection","pop",4,0.0449,254572
"4519",2017,56,"Passenger Side","Smallpools","pop",11,0.00601,221747
"4520",2018,50,"DaNcing in a RoOm","EZI","pop",9,0.0906,208606
"4521",2018,50,"Murder","Mako","pop",5,0.276,189185
"4522",2015,4,"Get Wild","Lost My Name","pop",5,0.00219,213222
"4523",2019,52,"ease your mind","joan","pop",6,0.141,172307
"4524",2016,77,"Scars To Your Beautiful","Alessia Cara","pop",0,0.0285,230227
"4525",NA,14,"The Greatest","Sia","pop",1,0.0109,210893
"4526",2016,73,"The Ocean (feat. Shy Martin)","Mike Perry","pop",5,0.0225,183414
"4527",2016,66,"Once In a While","Timeflies","pop",0,0.00758,215160
"4528",2016,3,"You & Me","Marc E. Bassy","pop",1,0.0398,218480
"4529",2016,13,"Starving","Hailee Steinfeld","pop",4,0.409,181880
"4530",2015,22,"Fast Car","Jonas Blue","pop",9,0.453,212424
"4531",2015,12,"Lush Life","Zara Larsson","pop",7,0.141,202213
"4532",2016,60,"Millionaire - Alan Walker Remix","Digital Farm Animals","pop",5,0.0186,189347
"4533",NA,4,"Play That Song","Train","pop",3,0.0238,241360
"4534",2015,63,"Hurricane","Halsey","pop",0,0.00823,223082
"4535",2016,77,"My Way","Calvin Harris","pop",4,0.0935,219160
"4536",2016,85,"Closer (feat. Halsey)","The Chainsmokers","pop",8,0.414,244960
"4537",2016,8,"Shout Out to My Ex","Little Mix","pop",0,0.0316,246240
"4538",2016,55,"No Diggity","Campsite Dream","pop",7,0.183,188849
"4539",2016,21,"Let Me Love You","DJ Snake","pop",8,0.0784,205947
"4540",2016,52,"Anywhere","Dillon Francis","pop",8,0.0266,177596
"4541",2016,51,"She Sets The City On Fire","Gavin DeGraw","pop",4,0.0139,218631
"4542",2016,70,"All We Know","The Chainsmokers","pop",0,0.097,194080
"4543",2014,55,"Sour Patch Kids","Bryce Vine","pop",4,0.017,252560
"4544",2016,42,"Till The End","Swanky Tunes","pop",4,0.42,195653
"4545",2016,45,"Millionaire (feat. Nelly)","Cash Cash","pop",5,0.0936,186120
"4546",2016,52,"Beast","Tungevaag","pop",11,0.564,198012
"4547",2016,22,"Waste A Moment","Kings of Leon","pop",2,0.000861,183093
"4548",2016,47,"Somewhere New (feat. M-22) - Radio Edit","Klingande","pop",5,0.000395,208138
"4549",2016,62,"Cruel (feat. ZAYN)","Snakehips","pop",5,0.0184,228253
"4550",2016,33,"Sthlm Nights","Peg Parnevik","pop",11,0.236,200827
"4551",2016,50,"Cold Ain't For Me","Oceans","pop",7,0.00212,205812
"4552",2016,66,"All In My Head (Flex) (feat. Fetty Wap)","Fifth Harmony","pop",0,0.023,210573
"4553",2016,41,"Bonfire","Miss Li","pop",11,0.0089,209616
"4554",2016,38,"Summer on You","Sam Feldt","pop",7,0.0295,160009
"4555",2016,56,"Sex","Cheat Codes","pop",0,0.00451,228361
"4556",2016,61,"Raging (feat. Kodaline)","Kygo","pop",3,0.0498,224487
"4557",2016,43,"Surviving (feat. Joe Cleere)","Sondr","pop",4,0.0157,213223
"4558",2016,39,"Dollar Bill (feat. Kid Ink)","Phoebe Ryan","pop",4,0.0441,226973
"4559",2015,66,"Peanut Butter Jelly","Galantis","pop",5,0.00104,203133
"4560",2016,42,"Be As You Are","Mike Posner","pop",4,0.226,233587
"4561",NA,37,"Cinema (feat. Gary Go) - Radio Edit","Benny Benassi","pop",2,0.0645,182973
"4562",2016,4,"Caroline","Aminé","pop",10,0.303,209747
"4563",2003,9,"Ignition (Remix)","R. Kelly","pop",1,0.0615,187733
"4564",2011,59,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","pop",9,0.0319,210960
"4565",2016,51,"Nervous - The Ooh Song/Mark McCabe Remix","Gavin James","pop",7,0.254,195414
"4566",2016,14,"September Song","JP Cooper","pop",0,0.0561,220291
"4567",2016,57,"What Do You Love","Seeb","pop",11,0.149,211875
"4568",2016,11,"Don't Wanna Know","Maroon 5","pop",7,0.356,214480
"4569",2016,68,"Call on Me - Ryan Riback Remix","Starley","pop",0,0.0604,222041
"4570",2016,15,"Solo Dance","Martin Jensen","pop",6,0.0435,174933
"4571",2016,11,"Debut","Maria Hazell","pop",8,0.866,196947
"4572",2016,4,"All Night","The Vamps","pop",8,0.00262,197793
"4573",2016,61,"Whole Heart","Gryffin","pop",9,0.028,225200
"4574",2016,51,"Sexual","NEIKED","pop",2,0.0687,188889
"4575",2016,8,"Runaways","Sam Feldt","pop",11,0.174,180402
"4576",2016,9,"Let Me Hold You (Turn Me On)","Cheat Codes","pop",1,0.0992,162425
"4577",2016,55,"Inside the Lines","Mike Perry","pop",8,0.0709,204504
"4578",2016,63,"Kids","OneRepublic","pop",2,0.0153,238387
"4579",2016,28,"Playing To Lose","Lemaitre","pop",7,0.131,204267
"4580",2015,78,"Waiting For Love","Avicii","pop",6,0.31,230613
